"","Bat_Index","Bat_ID","General.Location","Site.Name","Date","Julian.Day","Year","Site_Net","Net_UTMx","Net_UTMy","Species","Sex","Reprod","Mass..g.","RFA..mm.","Age","WingScore.","forage_radius","fnet_id","open_water","developed_open","developed_low","developed_medium","developed_high","barren_land","deciduous_forest","evergreen_forest","mixed_forest","shrub_scrub","grassland_herb","pasture_hay","crop","woody_wet","herb_wet","total_area","COI_ID","s16_ID","dominant_veg","SexReprod","gmm_8cluster","max.depth","raw.richness","rel.richness","prop.richness","ed.richness","log.ed.richness","clr.richness","evenness","Geo.Section","Geo.Sub.Section"
"MLG16_1_0158","F-0158","F-0158","Cloquet Forestry Center","CFC-West","6/9/16",161,2016,"CFC-West_Net3",534742,5171653,"MYSE","F","NR",7,"35.6","A","2",275.352,"534742_5171653_275.352",0,0,0,0,0,0,5,49,35,0,0,0,0,173,0,262,"MLGANML_1_0158","MLG16_1_0158","woody_wet","Female Non-Reproductive",1,52729,272,0.00515845170589239,0.105152369859941,57,5.83289001416474,-0.791078025314018,0.706903357682849,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_0159","M-0159","M-0159","Cloquet Forestry Center","CFC-West","6/9/16",161,2016,"CFC-West_Net3",534742,5171653,"MYLU","M","NR",8.1,"38.5","A","0",418.0344,"534742_5171653_418.0344",0,0,0,0,0,0,13,139,77,0,0,0,0,375,8,612,"MLGANML_1_0159","MLG16_1_0159","woody_wet","Male Non-Reproductive",1,12333,309,0.0250547312089516,0.510727736350749,55,5.78135971352466,1.48899502002018,0.450546165910085,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_0162","M-0162","M-0162","Cloquet Forestry Center","CFC-West","6/10/16",162,2016,"CFC-West_Net2",534886,5171582,"MYLU","M","NR",7,"37.6","A","0",418.0344,"534886_5171582_418.0344",0,20,0,0,0,0,11,212,78,0,0,0,0,290,1,612,"MLGANML_1_0162","MLG16_1_0162","woody_wet","Male Non-Reproductive",1,28846,359,0.0124453997087984,0.253693035788145,53,5.7279204545632,0.47952452571378,0.387736092395892,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_0163","F-0163","F-0163","Cloquet Forestry Center","CFC-West","6/10/16",162,2016,"CFC-West_Net3",534742,5171653,"MYSE","F","NR",6.5,"36.1","A","2",275.352,"534742_5171653_275.352",0,0,0,0,0,0,5,49,35,0,0,0,0,173,0,262,"MLGANML_1_0163","MLG16_1_0163","woody_wet","Female Non-Reproductive",1,57078,295,0.00516836609551841,0.105354469564335,55,5.78135971352466,-0.788307869896047,0.714936201522395,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_0164","M-0164","M-0164","Cloquet Forestry Center","CFC-West","6/10/16",162,2016,"CFC-West_Net1",534846,5171593,"EPFU","M","NR",18.1,"45.3","A","1",405.7866,"534846_5171593_405.7866",0,13,0,0,0,0,11,172,77,0,0,0,0,298,2,573,"MLGANML_1_0164","MLG16_1_0164","woody_wet","Male Non-Reproductive",1,51314,219,0.00426784113497291,0.0869977340323875,57,5.83289001416474,-1.06450966061066,0.732606704652009,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_0165","M-0165","M-0165","Cloquet Forestry Center","CFC-West","6/10/16",162,2016,"CFC-West_Net1",534846,5171593,"EPFU","M","NR",18.2,"45.3","A","0",405.7866,"534846_5171593_405.7866",0,13,0,0,0,0,11,172,77,0,0,0,0,298,2,573,"MLGANML_1_0165","MLG16_1_0165","woody_wet","Male Non-Reproductive",1,8563,172,0.0200864183113395,0.409451247749943,78,6.28540221886225,1.17013229397411,0.44729583477283,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_0170","M-0170","M-0170","Hill River State Forest","Washburn Lake Rd","6/13/16",165,2016,"Washburn Lake Rd_Net2",466065,5200059,"MYLU","M","TD",7.5,"38.5","A","0",418.0344,"466065_5200059_418.0344",0,30,0,0,0,0,265,0,17,12,32,0,0,250,6,612,"MLGANML_1_0170","MLG16_1_0170","deciduous_forest","Male Reproductive",7,3505,64,0.0182596291012839,0.37221309459393,55,5.78135971352466,1.03256942050292,0.522458478645216,"N. Minnesota Drift & Lake Plains","Tamarack Lowlands"
"MLG16_1_0172","M-0172","M-0172","Hill River State Forest","Washburn Lake Rd","6/13/16",165,2016,"Washburn Lake Rd_Net2",466065,5200059,"MYSE","M","NR",6.25,"36.9","A","0",275.352,"466065_5200059_275.352",0,16,0,0,0,0,125,0,6,0,30,0,0,81,6,264,"MLGANML_1_0172","MLG16_1_0172","deciduous_forest","Male Non-Reproductive",7,50429,252,0.00499712467032858,0.101863801684991,61,5.93073733756289,-0.836917923787116,0.808653484546542,"N. Minnesota Drift & Lake Plains","Tamarack Lowlands"
"MLG16_1_0174","F-0174","F-0174","Hill River State Forest","Washburn Lake Rd","6/13/16",165,2016,"Washburn Lake Rd_Net2",466065,5200059,"MYLU","F","P",11.5,"37.7","A","0",418.0344,"466065_5200059_418.0344",0,30,0,0,0,0,265,0,17,12,32,0,0,250,6,612,"MLGANML_1_0174","MLG16_1_0174","deciduous_forest","Female Reproductive",7,30508,370,0.0121279664350334,0.247222322692069,83,6.37503943134692,0.442249625497335,0.67885079077857,"N. Minnesota Drift & Lake Plains","Tamarack Lowlands"
"MLG16_1_0175","M-0175","M-0175","Hill River State Forest","Washburn Lake Rd","6/13/16",165,2016,"Washburn Lake Rd_Net1",466175,5200014,"MYLU","M","NR",9,"38.3","A","0",418.0344,"466175_5200014_418.0344",0,36,0,0,0,0,343,0,16,15,32,0,0,157,6,605,"MLGANML_1_0175","MLG16_1_0175","deciduous_forest","Male Non-Reproductive",7,10173,250,0.0245748550083555,0.500945708213425,108,6.75488750216347,1.4610948643164,0.751397005013959,"N. Minnesota Drift & Lake Plains","Tamarack Lowlands"
"MLG16_1_0176","M-0176","M-0176","Hill River State Forest","Washburn Lake Rd","6/13/16",165,2016,"Washburn Lake Rd_Net1",466175,5200014,"MYLU","M","NR",8,"37.8","A","2",418.0344,"466175_5200014_418.0344",0,36,0,0,0,0,343,0,16,15,32,0,0,157,6,605,"MLGANML_1_0176","MLG16_1_0176","deciduous_forest","Male Non-Reproductive",7,10384,238,0.0229198767334361,0.467209832102439,95,6.56985560833095,1.36051124470971,0.676795441184451,"N. Minnesota Drift & Lake Plains","Tamarack Lowlands"
"MLG16_1_0178","F-0178","F-0178","Hill River State Forest","Washburn Lake Rd","6/14/16",166,2016,"Washburn Lake Rd_Net3",466180,5200142,"MYLU","F","P",8.75,"37.9","A","1",418.0344,"466180_5200142_418.0344",0,33,0,0,0,0,304,0,18,0,30,0,0,220,6,611,"MLGANML_1_0178","MLG16_1_0178","deciduous_forest","Female Reproductive",7,17401,369,0.0212056778346072,0.432266774204416,81,6.33985000288462,1.24836255871223,0.550474548168704,"N. Minnesota Drift & Lake Plains","Tamarack Lowlands"
"MLG16_1_0180","M-0180","M-0180","Hill River State Forest","Washburn Lake Rd","6/14/16",166,2016,"Washburn Lake Rd_Net3",466180,5200142,"MYLU","M","NR",8.5,"37.6","A","0",418.0344,"466180_5200142_418.0344",0,33,0,0,0,0,304,0,18,0,30,0,0,220,6,611,"MLGANML_1_0180","MLG16_1_0180","deciduous_forest","Male Non-Reproductive",7,41624,287,0.006895060541995,0.140552242737943,42,5.39231742277876,-0.372452915900103,0.580973911454861,"N. Minnesota Drift & Lake Plains","Tamarack Lowlands"
"MLG16_1_0181","F-0181","F-0181","Hill River State Forest","Washburn Lake Rd","6/14/16",166,2016,"Washburn Lake Rd_Net3",466180,5200142,"MYSE","F","P",9,"35.7","A","0",275.352,"466180_5200142_275.352",0,23,0,0,0,0,134,0,10,0,19,0,0,74,3,263,"MLGANML_1_0181","MLG16_1_0181","deciduous_forest","Female Reproductive",7,23669,512,0.0216316701170307,0.440950406540783,97,6.59991284218713,1.27705701542729,0.637955153825308,"N. Minnesota Drift & Lake Plains","Tamarack Lowlands"
"MLG16_1_0183","M-0183","M-0183","Hill River State Forest","Splithand Lake","6/15/16",167,2016,"Splithand Lake_Net2",463831,5206335,"MYLU","M","NR",9,"38.9","A","0",418.0344,"463831_5206335_418.0344",0,36,0,0,0,0,181,19,295,30,0,0,0,49,0,610,"MLGANML_1_0183","MLG16_1_0183","mixed_forest","Male Non-Reproductive",7,17256,116,0.00672229949003245,0.137030598052851,31,4.95419631038687,-0.409061316631981,0.47052586432209,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_1_0184","M-0184","M-0184","Hill River State Forest","Splithand Lake","6/15/16",167,2016,"Splithand Lake_Net2",463831,5206335,"MYLU","M","NR",8,"37.6","A","3",418.0344,"463831_5206335_418.0344",0,36,0,0,0,0,181,19,295,30,0,0,0,49,0,610,"MLGANML_1_0184","MLG16_1_0184","mixed_forest","Male Non-Reproductive",7,21578,162,0.00750764667717119,0.153039494248612,36,5.16992500144231,-0.249655379216975,0.338971519699884,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_1_0185","M-0185","M-0185","Hill River State Forest","Splithand Lake","6/16/16",168,2016,"Splithand Lake_Net2",463831,5206335,"MYLU","M","NR",8.5,"36.4","A","1",418.0344,"463831_5206335_418.0344",0,36,0,0,0,0,181,19,295,30,0,0,0,49,0,610,"MLGANML_1_0185","MLG16_1_0185","mixed_forest","Male Non-Reproductive",7,11744,130,0.0110694822888283,0.225645670863478,35,5.12928301694497,0.310499709586138,0.463684075328618,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_1_0186","M-0186","M-0186","Hill River State Forest","Splithand Lake","6/16/16",168,2016,"Splithand Lake_Net3",463831,5206428,"MYLU","M","NR",7.5,"37.7","A","1",418.0344,"463831_5206428_418.0344",0,35,0,0,0,0,218,14,235,30,0,0,0,79,0,611,"MLGANML_1_0186","MLG16_1_0186","mixed_forest","Male Non-Reproductive",7,5130,185,0.0360623781676413,0.735112925993144,118,6.88264304936184,2.0144064994228,0.67768354803552,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_1_0188","M-0188","M-0188","Hill River State Forest","Splithand Lake","6/16/16",168,2016,"Splithand Lake_Net1",463916,5206335,"EPFU","M","TD",22,"48.1","A","1",405.7866,"463916_5206335_405.7866",0,34,0,0,0,0,183,18,263,23,0,0,0,55,0,576,"MLGANML_1_0188","MLG16_1_0188","mixed_forest","Male Reproductive",7,38020,528,0.0138874276696476,0.283088029893522,75,6.22881869049588,0.637691357223446,0.529763194824323,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_1_0192","M-0192","M-0192","Hill River State Forest","White Elk","6/16/16",168,2016,"White Elk_Net2",450494,5180785,"MYSE","M","NR",6.5,"35.4","A","0",275.352,"450494_5180785_275.352",9,5,0,0,0,0,144,0,0,0,0,0,0,101,5,264,"MLGANML_1_0192","MLG16_1_0192","deciduous_forest","Male Non-Reproductive",7,38231,289,0.00755931050718004,0.154092634700672,43,5.4262647547021,-0.239761484576187,0.411503284602005,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_1_0193","M-0193","M-0193","Hill River State Forest","White Elk","6/16/16",168,2016,"White Elk_Net2",450494,5180785,"MYSE","M","NR",6.5,"34","A","1",275.352,"450494_5180785_275.352",9,5,0,0,0,0,144,0,0,0,0,0,0,101,5,264,"MLGANML_1_0193","MLG16_1_0193","deciduous_forest","Male Non-Reproductive",7,33876,383,0.0113059393080647,0.230465724895257,106,6.7279204545632,0.340992817155009,0.648524702349,"N. Minnesota Drift & Lake Plains","St. Louis Moraines"
"MLG16_1_0195","F-0195","F-0195","Chippewa National Forest","Meadow Lake","6/20/16",172,2016,"Meadow Lake_Net1",376019,5268836,"EPFU","F","P",21.5,"40.2","A","0",405.7866,"376019_5268836_405.7866",0,32,0,0,0,0,454,21,9,6,0,0,0,52,1,575,"MLGANML_1_0195","MLG16_1_0195","deciduous_forest","Female Reproductive",7,43474,413,0.00949993099323734,0.193651179539733,49,5.61470984411521,0.0899008985954675,0.584641266577025,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0197","M-0197","M-0197","Chippewa National Forest","Meadow Lake","6/20/16",172,2016,"Meadow Lake_Net3",376013,5268960,"MYSE","M","NR",7.5,"38","A","1",275.352,"376013_5268960_275.352",0,21,0,0,0,0,196,2,9,0,0,0,0,37,0,265,"not included","MLG16_1_0197","deciduous_forest","Male Non-Reproductive",7,29711,187,0.00629396519807479,0.128299225063514,34,5.08746284125034,-0.504046933857725,0.388518000161625,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0198","F-0198","F-0198","Chippewa National Forest","Meadow Lake","6/20/16",172,2016,"Meadow Lake_Net3",376013,5268960,"MYLU","F","P",13.5,"38.4","A","1",418.0344,"376013_5268960_418.0344",0,33,0,0,0,0,473,15,15,4,0,0,0,70,1,611,"MLGANML_1_0198","MLG16_1_0198","deciduous_forest","Female Reproductive",7,4842,103,0.0212722015695993,0.433622826133402,61,5.93073733756289,1.25288131258518,0.494415746789878,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0199","F-0199","F-0199","Chippewa National Forest","Meadow Lake","6/20/16",172,2016,"Meadow Lake_Net3",376013,5268960,"MYLU","F","P",12.5,"37.6","A","0",418.0344,"376013_5268960_418.0344",0,33,0,0,0,0,473,15,15,4,0,0,0,70,1,611,"MLGANML_1_0199","MLG16_1_0199","deciduous_forest","Female Reproductive",7,33830,188,0.00555719775347325,0.113280601791921,33,5.04439411935845,-0.683658555602811,0.406298230340256,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0200","M-0200","M-0200","Chippewa National Forest","Meadow Lake","6/20/16",172,2016,"Meadow Lake_Net1",376019,5268836,"MYLU","M","NR",8.2,"38","A","1",418.0344,"376019_5268836_418.0344",0,32,0,0,0,0,480,22,9,6,0,0,0,54,1,604,"MLGANML_1_0200","MLG16_1_0200","deciduous_forest","Male Non-Reproductive",7,4594,134,0.0291684806269047,0.5945843904343,91,6.5077946401987,1.70832219848075,0.5733450879977,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0201","M-0201","M-0201","Chippewa National Forest","Meadow Lake","6/20/16",172,2016,"Meadow Lake_Net1",376019,5268836,"MYLU","M","NR",8.5,"38.2","A","1",418.0344,"376019_5268836_418.0344",0,32,0,0,0,0,480,22,9,6,0,0,0,54,1,604,"MLGANML_1_0201","MLG16_1_0201","deciduous_forest","Male Non-Reproductive",7,6920,96,0.0138728323699422,0.282790512258322,41,5.35755200461808,0.636174327597971,0.438350900593623,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0203","F-0203","F-0203","Chippewa National Forest","Meadow Lake","6/21/16",173,2016,"Meadow Lake_Net3",376013,5268960,"MYLU","F","P",13,"38.4","A","0",418.0344,"376013_5268960_418.0344",0,33,0,0,0,0,473,15,15,4,0,0,0,70,1,611,"MLGANML_1_0203","MLG16_1_0203","deciduous_forest","Female Reproductive",7,5870,24,0.0040885860306644,0.0833437114492158,14,3.8073549220576,-1.12641413787536,0.0666727906157012,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0205","M-0205","M-0205","Chippewa National Forest","Meadow Lake","6/21/16",173,2016,"Meadow Lake_Net1",376019,5268836,"EPFU","M","NR",22.5,"39.1","A","1",405.7866,"376019_5268836_405.7866",0,32,0,0,0,0,454,21,9,6,0,0,0,52,1,575,"MLGANML_1_0205","MLG16_1_0205","deciduous_forest","Male Non-Reproductive",7,35485,224,0.00631252641961392,0.128677585963958,61,5.93073733756289,-0.499798614431573,0.703927046575421,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0210","F-0210","F-0210","Chippewa National Forest","Meadow Lake","6/21/16",173,2016,"Meadow Lake_Net1",376019,5268836,"MYLU","F","P",11.5,"37.4","A","0",418.0344,"376019_5268836_418.0344",0,32,0,0,0,0,480,22,9,6,0,0,0,54,1,604,"MLGANML_1_0210","MLG16_1_0210","deciduous_forest","Female Reproductive",7,2157,22,0.0101993509503941,0.207908493597429,22,4.4594316186373,0.192389306877749,0.258219118203513,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0220","M-0220","M-0220","Chippewa National Forest","Tower Lake","6/22/16",174,2016,"Tower Lake_Net3",394027,5258590,"MYSE","M","NR",8,"40","A","0",275.352,"394027_5258590_275.352",0,24,0,0,0,0,12,63,86,0,2,0,0,59,20,266,"MLGANML_1_0220","MLG16_1_0220","mixed_forest","Male Non-Reproductive",7,34085,226,0.00663048261698694,0.135158958587305,36,5.16992500144231,-0.428902250776534,0.479655160131232,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0224","M-0224","M-0224","Chippewa National Forest","Tower Lake","6/23/16",175,2016,"Tower Lake_Net1",393987,5258635,"EPFU","M","NR",19.5,"45.9","A","1",405.7866,"393987_5258635_405.7866",8,36,0,0,0,0,68,113,194,0,20,0,0,104,30,573,"MLGANML_1_0224","MLG16_1_0224","mixed_forest","Male Non-Reproductive",7,36424,309,0.00848341752690534,0.172930078311382,82,6.35755200461808,-0.0733705667139226,0.714270715193837,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0226","M-0226","M-0226","Chippewa National Forest","Sucker Bay","6/22/16",174,2016,"Sucker Bay_Net2",395094,5238095,"MYLU","M","NR",9.25,"36.2","A","1",418.0344,"395094_5238095_418.0344",0,10,2,0,0,0,239,55,289,17,0,0,0,0,0,612,"MLGANML_1_0226","MLG16_1_0226","mixed_forest","Male Non-Reproductive",7,37223,293,0.00787147731241437,0.160455993559785,58,5.85798099512757,-0.181381710293333,0.706885857238374,"N. Minnesota Drift & Lake Plains","Chippewa Plains"
"MLG16_1_0302","M-0302","M-0302","SNF - Sawbill","Timber Froar","7/19/16",201,2016,"Timber Froar_Net3",652009,5288377,"MYSE","M","NR",8,"34.8","A","0",275.352,"652009_5288377_275.352",0,21,0,0,0,0,16,39,177,0,0,0,0,8,0,261,"MLGANML_1_0302","MLG16_1_0302","mixed_forest","Male Non-Reproductive",6,40695,139,0.0034156530286276,0.0696263202714898,31,4.95419631038687,-1.38585470576597,0.672343087995858,"Northern Superior Uplands","Laurentian Uplands"
"MLG16_1_0308","F-0308","F-0308","SNF - Sawbill","Willis Lake","7/21/16",203,2016,"Willis Lake_Net3",673125,5295334,"MYLU","F","L",8,"37.3","A","1",418.0344,"673125_5295334_418.0344",0,0,0,0,0,0,3,76,278,31,69,0,0,149,7,613,"MLGANML_1_0308","MLG16_1_0308","mixed_forest","Female Reproductive",6,27851,298,0.0106997953394851,0.218109793618504,60,5.90689059560852,0.261495161342906,0.530702287201692,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_0312","M-0312","M-0312","SNF - Sawbill","Willis Lake","7/21/16",203,2016,"Willis Lake_Net1",673272,5295443,"MYLU","M","TD",9.9,"40.5","A","0",418.0344,"673272_5295443_418.0344",0,14,2,0,0,0,11,110,239,16,29,0,0,184,2,607,"MLGANML_1_0312","MLG16_1_0312","mixed_forest","Male Reproductive",6,29593,208,0.00702868921704457,0.143276194160548,32,5,-0.344760469632049,0.591605448418228,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_0314","M-0314","M-0314","SNF - Sawbill","Willis Lake","7/21/16",203,2016,"Willis Lake_Net1",673272,5295443,"MYLU","M","NR",7.1,"36.8","J","0",418.0344,"673272_5295443_418.0344",0,14,2,0,0,0,11,110,239,16,29,0,0,184,2,607,"MLGANML_1_0314","MLG16_1_0314","mixed_forest","Male Non-Reproductive",6,29910,192,0.00641925777331996,0.130853249403383,45,5.49185309632967,-0.475609639884657,0.772321065598635,"Northern Superior Uplands","North Shore Highlands"
"MLG16_1_1118","F-1118","F-1118","Whitewater State Park","FS&D","6/16/16",168,2016,"FS&D_Net2",575319,4878266,"MYLU","F","P",10,"36.6","A","0",418.0344,"575319_4878266_418.0344",30,15,0,0,0,0,517,0,17,0,3,17,0,6,0,605,"MLGANML_1_1118","MLG16_1_1118","deciduous_forest","Female Reproductive",4,46829,205,0.00437762924683423,0.089235707905726,40,5.32192809488736,-1.02786636128216,0.541785061829168,"Paleozoic Plateau","The Blufflands"
"MLG16_1_2269","F-2269","F-2269","CRTC","Trout Pond","6/7/17",158,2017,"Trout Pond_Net 1",392698,5121640,"MYSE","F","P",9.5,"28.9","A","1",275.352,"392698_5121640_275.352",5,28,3,0,0,0,138,0,4,0,12,76,0,0,0,266,"MLGANML_1_2269","MLG16_1_2269","deciduous_forest","Female Reproductive",2,48090,90,0.00187149095446039,0.0381493750941123,12,3.58496250072116,-2.25382806003249,0.650116644029286,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_1_2287","F-2287","F-2287","CRTC","Crow Wing River","6/12/17",163,2017,"Crow Wing River_Net 3",395508,5127832,"MYSE","F","P",7.5,"35.91","A","1",275.352,"395508_5127832_275.352",52,0,0,0,0,0,140,0,32,0,2,1,0,38,1,266,"MLGANML_1_2287","MLG16_1_2287","deciduous_forest","Female Reproductive",2,38068,617,0.0162078386046023,0.330388406590022,128,7,0.860603672793266,0.69781996976794,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_1_3012","M-3012","M-3012","Itasca State Park","Itasca Snowmobile","6/14/16",166,2016,"Itasca Snowmobile_Net1",328098,5234034,"EPFU","M","TD",22,"48.5","A","0",405.7866,"328098_5234034_405.7866",60,21,0,0,0,0,334,10,134,0,3,0,0,13,0,575,"MLGANML_1_3012","MLG16_1_3012","deciduous_forest","Male Reproductive",7,20997,387,0.0184312044577797,0.375710569490223,97,6.59991284218713,1.0460623121188,0.713876981210417,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_1_3026","M-3026","M-3026","Itasca State Park","De Soto Trail","6/17/16",169,2016,"De Soto Trail_Net2",333082,5228322,"MYLU","M","NR",11.3,"36.42","A","0",418.0344,"333082_5228322_418.0344",13,22,0,0,0,0,274,47,203,0,0,0,0,28,25,612,"MLGANML_1_3026","MLG16_1_3026","deciduous_forest","Male Non-Reproductive",7,8311,31,0.00372999639032607,0.0760340471083192,11,3.4594316186373,-1.25884190093649,0.16276184911935,"N. Minnesota Drift & Lake Plains","Pine Moraines & Outwash Plains"
"MLG16_1_3046","M-3046","M-3046","St. Croix State Park","Gate 25/27","6/27/16",179,2016,"Gate 25/27_Net2",522369,5083328,"EPFU","M","NR",20.5,"44","A","0",405.7866,"522369_5083328_405.7866",0,35,0,0,0,0,431,0,0,0,0,0,0,107,1,574,"MLGANML_1_3046","MLG16_1_3046","deciduous_forest","Male Non-Reproductive",1,29509,200,0.00677759327662747,0.138157733292356,31,4.95419631038687,-0.397243071971069,0.405391574688991,"Western Superior Uplands","Mille Lacs Uplands"
"MLG16_1_3091","F-3091","F-3091","St. Croix State Park","DeadEnd Lake","6/29/16",181,2016,"DeadEnd Lake_Net2",527883,5087303,"MYSE","F","L",10.2,"25","A","0",275.352,"527883_5087303_275.352",14,20,0,0,0,0,142,0,0,0,0,0,0,87,4,267,"MLGANML_1_3091","MLG16_1_3091","deciduous_forest","Female Reproductive",1,11823,580,0.0490569229467986,1,158,7.3037807481771,2.45836870455685,0.709913850865781,"Western Superior Uplands","Mille Lacs Uplands"
"MLG16_1_3101","F-3101","F-3101","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net1",484390,5029377,"MYSE","F","L",9.8,"26.5","A","0",275.352,"484390_5029377_275.352",0,0,0,0,0,0,37,59,52,0,0,16,0,88,14,266,"MLGANML_1_3101","MLG16_1_3101","woody_wet","Female Reproductive",0,46801,168,0.00358966688745967,0.0731735027766132,21,4.39231742277876,-1.31416616366624,0.396066327798699,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3102","F-3102","F-3102","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net1",484390,5029377,"MYSE","F","L",9.8,"26","A","0",275.352,"484390_5029377_275.352",0,0,0,0,0,0,37,59,52,0,0,16,0,88,14,266,"MLGANML_1_3102","MLG16_1_3102","woody_wet","Female Reproductive",0,58371,166,0.00284387795309315,0.0579709811024487,22,4.4594316186373,-1.65015658318903,0.572383076565683,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3103","F-3103","F-3103","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net1",484390,5029377,"EPFU","F","NR",18,"37","A","1",405.7866,"484390_5029377_405.7866",0,0,0,0,0,0,90,91,147,0,0,29,0,187,33,577,"not included","MLG16_1_3103","woody_wet","Female Non-Reproductive",0,35261,424,0.0120246164317518,0.245115586332071,91,6.5077946401987,0.42990283442521,0.712697272162771,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3104","F-3104","F-3104","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net3",484091,5029381,"EPFU","F","L",25.1,"See note","A","1",405.7866,"484091_5029381_405.7866",0,0,0,0,0,0,48,86,169,0,46,15,0,161,52,577,"MLGANML_1_3104","MLG16_1_3104","mixed_forest","Female Reproductive",0,35597,489,0.0137371126780347,0.280023936538627,84,6.39231742277876,0.621990764159658,0.590353528719663,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3105","F-3105","F-3105","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net1",484390,5029377,"MYSE","F","L",8.2,"25","A","0",275.352,"484390_5029377_275.352",0,0,0,0,0,0,37,59,52,0,0,16,0,88,14,266,"MLGANML_1_3105","MLG16_1_3105","woody_wet","Female Reproductive",0,32435,142,0.0043779867427162,0.0892429952743684,33,5.04439411935845,-1.02774854946013,0.549352699777223,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3106","F-3106","F-3106","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net2",484309,5029326,"MYSE","F","L",9.8,"27","A","1",275.352,"484309_5029326_275.352",0,0,0,0,0,0,14,70,80,0,0,19,0,62,18,263,"MLGANML_1_3106","MLG16_1_3106","mixed_forest","Female Reproductive",0,52678,537,0.0101940088841642,0.207799598340471,59,5.88264304936184,0.191633475303474,0.626408356413994,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3107","M-3107","M-3107","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net1",484390,5029377,"EPFU","M","NR",21,"34","A","1",405.7866,"484390_5029377_405.7866",0,0,0,0,0,0,90,91,147,0,0,29,0,187,33,577,"MLGANML_1_3107","MLG16_1_3107","woody_wet","Male Non-Reproductive",0,49329,513,0.0103995621237001,0.211989694807769,80,6.32192809488736,0.220434744217004,0.621993607768362,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
"MLG16_1_3108","M-3108","M-3108","Cedar Creek ESR","Big Buck Ridge","7/6/16",188,2016,"Big Buck Ridge_Net3",484091,5029381,"EPFU","M","TD",23,"36","A","0",405.7866,"484091_5029381_405.7866",0,0,0,0,0,0,48,86,169,0,46,15,0,161,52,577,"MLGANML_1_3108","MLG16_1_3108","mixed_forest","Male Reproductive",0,30914,368,0.0119039917189623,0.24265671395395,75,6.22881869049588,0.415357387571169,0.621613791822464,"Minnesota & NE Iowa Morainal","Anoka Sand Plain"
